Country,Region,Year,pm2.5
Slovakia,Europe (HIC),2016,16
Slovakia,Europe (HIC),2014,20
Slovakia,Europe (HIC),2015,19
Slovakia,Europe (HIC),2016,9
Slovakia,Europe (HIC),2014,18
Slovakia,Europe (HIC),2016,13
Slovakia,Europe (HIC),2014,18
Slovakia,Europe (HIC),2015,17
Slovakia,Europe (HIC),2014,17
Slovakia,Europe (HIC),2016,17
Slovakia,Europe (HIC),2016,15
Slovakia,Europe (HIC),2014,23
Slovakia,Europe (HIC),2015,20
Slovakia,Europe (HIC),2014,17
Slovakia,Europe (HIC),2014,22
Slovakia,Europe (HIC),2015,23
Slovakia,Europe (HIC),2014,19
Slovakia,Europe (HIC),2014,12
Slovakia,Europe (HIC),2015,11
Slovakia,Europe (HIC),2016,9
Slovakia,Europe (HIC),2014,21
Slovakia,Europe (HIC),2015,20
Slovakia,Europe (HIC),2014,24
Slovakia,Europe (HIC),2016,18
Slovakia,Europe (HIC),2016,19
Slovakia,Europe (HIC),2013,25
Slovakia,Europe (HIC),2014,18
Slovakia,Europe (HIC),2013,17
Slovakia,Europe (HIC),2014,15
Slovakia,Europe (HIC),2014,23
Slovakia,Europe (HIC),2014,16
Slovakia,Europe (HIC),2016,14
Slovenia,Europe (HIC),2013,24
Slovenia,Europe (HIC),2014,23
Slovenia,Europe (HIC),2015,26
Slovenia,Europe (HIC),2016,26
Slovenia,Europe (HIC),2013,19
Slovenia,Europe (HIC),2014,17
Slovenia,Europe (HIC),2015,20
Slovenia,Europe (HIC),2016,18
Slovenia,Europe (HIC),2013,16
Slovenia,Europe (HIC),2014,16
Slovenia,Europe (HIC),2015,19
Slovenia,Europe (HIC),2016,16
Slovenia,Europe (HIC),2013,20
Slovenia,Europe (HIC),2014,18
Slovenia,Europe (HIC),2015,21
Slovenia,Europe (HIC),2016,19
Slovenia,Europe (HIC),2013,20
Slovenia,Europe (HIC),2014,18
Slovenia,Europe (HIC),2015,23
Slovenia,Europe (HIC),2016,23
Slovenia,Europe (HIC),2013,21
Slovenia,Europe (HIC),2014,18
Slovenia,Europe (HIC),2015,20
Slovenia,Europe (HIC),2016,20
Slovenia,Europe (HIC),2013,21
Slovenia,Europe (HIC),2013,18
Slovenia,Europe (HIC),2014,17
Slovenia,Europe (HIC),2015,19
Slovenia,Europe (HIC),2016,18
Slovenia,Europe (HIC),2013,22
Slovenia,Europe (HIC),2014,18
Slovenia,Europe (HIC),2015,23
Slovenia,Europe (HIC),2016,22
Slovenia,Europe (HIC),2013,23
Slovenia,Europe (HIC),2014,21
Slovenia,Europe (HIC),2015,23
Slovenia,Europe (HIC),2016,21
Slovenia,Europe (HIC),2013,11
Slovenia,Europe (HIC),2014,9
Slovenia,Europe (HIC),2015,10
Slovenia,Europe (HIC),2016,9
Slovenia,Europe (HIC),2013,25
Slovenia,Europe (HIC),2014,22
Slovenia,Europe (HIC),2015,24
Slovenia,Europe (HIC),2016,21
Slovenia,Europe (HIC),2013,23
Slovenia,Europe (HIC),2013,17
Slovenia,Europe (HIC),2014,16
Slovenia,Europe (HIC),2015,18
Slovenia,Europe (HIC),2016,16
Slovenia,Europe (HIC),2013,24
Slovenia,Europe (HIC),2014,23
Slovenia,Europe (HIC),2015,26
Slovenia,Europe (HIC),2016,24
Slovenia,Europe (HIC),2013,21
Slovenia,Europe (HIC),2014,17
Slovenia,Europe (HIC),2015,21
Slovenia,Europe (HIC),2016,19
Sweden,Europe (HIC),2013,8
Sweden,Europe (HIC),2014,10
Sweden,Europe (HIC),2015,8
Sweden,Europe (HIC),2016,7
Sweden,Europe (HIC),2016,7
Sweden,Europe (HIC),2015,6
Sweden,Europe (HIC),2016,6
Sweden,Europe (HIC),2015,6
Sweden,Europe (HIC),2013,1
Sweden,Europe (HIC),2014,3
Sweden,Europe (HIC),2016,2
Sweden,Europe (HIC),2016,5
Sweden,Europe (HIC),2016,6
Sweden,Europe (HIC),2013,6
Sweden,Europe (HIC),2013,8
Sweden,Europe (HIC),2014,9
Sweden,Europe (HIC),2015,8
Sweden,Europe (HIC),2016,7
Sweden,Europe (HIC),2013,7
Sweden,Europe (HIC),2014,9
Sweden,Europe (HIC),2015,8
Sweden,Europe (HIC),2016,8
Sweden,Europe (HIC),2015,7
Sweden,Europe (HIC),2016,6
Sweden,Europe (HIC),2013,7
Sweden,Europe (HIC),2014,8
Sweden,Europe (HIC),2015,7
Sweden,Europe (HIC),2016,6
Sweden,Europe (HIC),2015,5
Sweden,Europe (HIC),2016,5
Sweden,Europe (HIC),2013,3
Sweden,Europe (HIC),2015,3
Sweden,Europe (HIC),2016,3
Sweden,Europe (HIC),2016,6
Sweden,Europe (HIC),2013,5
Sweden,Europe (HIC),2014,6
Sweden,Europe (HIC),2016,5
Sweden,Europe (HIC),2014,9
Sweden,Europe (HIC),2015,8
Sweden,Europe (HIC),2016,6
Sweden,Europe (HIC),2013,10
Sweden,Europe (HIC),2014,8
Sweden,Europe (HIC),2015,7
Sweden,Europe (HIC),2016,7
Sweden,Europe (HIC),2016,5
Sweden,Europe (HIC),2014,7
Sweden,Europe (HIC),2016,4
Sweden,Europe (HIC),2016,3
Sweden,Europe (HIC),2013,10
Sweden,Europe (HIC),2014,12
Sweden,Europe (HIC),2015,11
Sweden,Europe (HIC),2016,12
Sweden,Europe (HIC),2016,4
Sweden,Europe (HIC),2013,9
Sweden,Europe (HIC),2014,7
Sweden,Europe (HIC),2015,7
Sweden,Europe (HIC),2016,7
Sweden,Europe (HIC),2013,6
Sweden,Europe (HIC),2014,6
Sweden,Europe (HIC),2016,4
Sweden,Europe (HIC),2016,5
Sweden,Europe (HIC),2013,7
Sweden,Europe (HIC),2014,8
Sweden,Europe (HIC),2015,8
Sweden,Europe (HIC),2016,7
Sweden,Europe (HIC),2014,7
Sweden,Europe (HIC),2016,6
Sweden,Europe (HIC),2013,12
Sweden,Europe (HIC),2014,10
Sweden,Europe (HIC),2015,9
Sweden,Europe (HIC),2016,8
Sweden,Europe (HIC),2013,8
Sweden,Europe (HIC),2014,7
Sweden,Europe (HIC),2016,5
Sweden,Europe (HIC),2013,6
Sweden,Europe (HIC),2014,7
Sweden,Europe (HIC),2015,5
Sweden,Europe (HIC),2016,5
Sweden,Europe (HIC),2013,9
Sweden,Europe (HIC),2014,8
Sweden,Europe (HIC),2015,7
Sweden,Europe (HIC),2016,6
Sweden,Europe (HIC),2016,6
Sweden,Europe (HIC),2013,5
Sweden,Europe (HIC),2014,4
Sweden,Europe (HIC),2016,4
Sweden,Europe (HIC),2013,4
Sweden,Europe (HIC),2014,5
Sweden,Europe (HIC),2015,4
Sweden,Europe (HIC),2016,4
Sweden,Europe (HIC),2013,7
Sweden,Europe (HIC),2013,4
Sweden,Europe (HIC),2014,6
Sweden,Europe (HIC),2015,4
Sweden,Europe (HIC),2016,5
Sweden,Europe (HIC),2013,10
Sweden,Europe (HIC),2013,6
Sweden,Europe (HIC),2014,7
Sweden,Europe (HIC),2016,6
Sweden,Europe (HIC),2015,11
Sweden,Europe (HIC),2016,11
Sweden,Europe (HIC),2013,6
Sweden,Europe (HIC),2014,7
Thailand,South-East Asia (LMIC),2016,30
Thailand,South-East Asia (LMIC),2015,28
Thailand,South-East Asia (LMIC),2016,34
Thailand,South-East Asia (LMIC),2016,36
Thailand,South-East Asia (LMIC),2016,27
Thailand,South-East Asia (LMIC),2014,28
Thailand,South-East Asia (LMIC),2016,32
Thailand,South-East Asia (LMIC),2014,24
Thailand,South-East Asia (LMIC),2016,35
Thailand,South-East Asia (LMIC),2016,29
Thailand,South-East Asia (LMIC),2014,28
Thailand,South-East Asia (LMIC),2016,36
Thailand,South-East Asia (LMIC),2016,28
Thailand,South-East Asia (LMIC),2016,22
Thailand,South-East Asia (LMIC),2014,25
Thailand,South-East Asia (LMIC),2014,27
Thailand,South-East Asia (LMIC),2014,23
Thailand,South-East Asia (LMIC),2014,31
Thailand,South-East Asia (LMIC),2016,33
Thailand,South-East Asia (LMIC),2014,13
Thailand,South-East Asia (LMIC),2016,30
Thailand,South-East Asia (LMIC),2014,23
Thailand,South-East Asia (LMIC),2016,23
Thailand,South-East Asia (LMIC),2014,28
Thailand,South-East Asia (LMIC),2016,32
Thailand,South-East Asia (LMIC),2016,52
Thailand,South-East Asia (LMIC),2016,28
Thailand,South-East Asia (LMIC),2016,23
Thailand,South-East Asia (LMIC),2016,22
Tunisia,Eastern Mediterranean (LMIC),2010,34
Tunisia,Eastern Mediterranean (LMIC),2010,37
Tunisia,Eastern Mediterranean (LMIC),2010,25
Tunisia,Eastern Mediterranean (LMIC),2010,38
Turkey,Europe (LMIC),2016,24
Turkey,Europe (LMIC),2016,31
Turkey,Europe (LMIC),2012,60
Turkey,Europe (LMIC),2016,51
Turkey,Europe (LMIC),2016,24
Turkey,Europe (LMIC),2016,39
Turkey,Europe (LMIC),2016,39
Turkey,Europe (LMIC),2016,19
Turkey,Europe (LMIC),2016,35
Turkey,Europe (LMIC),2016,14
Turkey,Europe (LMIC),2016,11
Turkey,Europe (LMIC),2016,40
Turkey,Europe (LMIC),2016,26
Turkey,Europe (LMIC),2016,28
Turkey,Europe (LMIC),2016,37
Turkey,Europe (LMIC),2016,44
Turkey,Europe (LMIC),2016,28
Turkey,Europe (LMIC),2016,36
Turkey,Europe (LMIC),2016,14
Turkey,Europe (LMIC),2016,16
Turkey,Europe (LMIC),2016,19
Turkey,Europe (LMIC),2016,36
Turkey,Europe (LMIC),2016,24
Turkey,Europe (LMIC),2016,15
Turkey,Europe (LMIC),2016,31
Turkey,Europe (LMIC),2016,21
Turkey,Europe (LMIC),2016,30
Turkey,Europe (LMIC),2016,30
Turkey,Europe (LMIC),2016,57
Turkey,Europe (LMIC),2016,34
Turkey,Europe (LMIC),2016,61
Turkey,Europe (LMIC),2016,31
Turkey,Europe (LMIC),2016,25
Turkey,Europe (LMIC),2016,47
Turkey,Europe (LMIC),2016,55
Turkey,Europe (LMIC),2016,33
Turkey,Europe (LMIC),2016,16
Turkey,Europe (LMIC),2016,45
Turkey,Europe (LMIC),2016,22
Turkey,Europe (LMIC),2016,33
Turkey,Europe (LMIC),2016,40
Turkey,Europe (LMIC),2016,36
Turkey,Europe (LMIC),2012,32
Turkey,Europe (LMIC),2016,67
Turkey,Europe (LMIC),2016,37
Turkey,Europe (LMIC),2016,15
Turkey,Europe (LMIC),2012,30
Turkey,Europe (LMIC),2016,35
Turkey,Europe (LMIC),2016,23
Turkey,Europe (LMIC),2016,49
Turkey,Europe (LMIC),2016,29
Turkey,Europe (LMIC),2016,32
Turkey,Europe (LMIC),2016,52
Turkey,Europe (LMIC),2016,27
Turkey,Europe (LMIC),2016,17
Turkey,Europe (LMIC),2016,47
Turkey,Europe (LMIC),2016,16
Turkey,Europe (LMIC),2016,15
Turkey,Europe (LMIC),2016,33
Turkey,Europe (LMIC),2016,49
Turkey,Europe (LMIC),2016,17
Turkey,Europe (LMIC),2016,24
Turkey,Europe (LMIC),2016,49
Turkey,Europe (LMIC),2016,36
Turkey,Europe (LMIC),2016,34
Turkey,Europe (LMIC),2016,51
Turkey,Europe (LMIC),2016,66
Turkey,Europe (LMIC),2012,32
Turkey,Europe (LMIC),2016,30
Turkey,Europe (LMIC),2012,49
Turkey,Europe (LMIC),2016,46
Turkey,Europe (LMIC),2016,15
Turkey,Europe (LMIC),2016,43
Turkey,Europe (LMIC),2016,16
Turkey,Europe (LMIC),2016,32
Turkey,Europe (LMIC),2016,20
Turkey,Europe (LMIC),2016,20
Turkey,Europe (LMIC),2012,61
Turkey,Europe (LMIC),2016,57
Turkey,Europe (LMIC),2016,52
Turkey,Europe (LMIC),2016,1
Turkey,Europe (LMIC),2016,27
Turkey,Europe (LMIC),2016,33
Turkey,Europe (LMIC),2016,54
Turkey,Europe (LMIC),2016,27
Turkey,Europe (LMIC),2016,36
Turkey,Europe (LMIC),2016,12
Turkey,Europe (LMIC),2012,44
Turkey,Europe (LMIC),2016,45
Turkey,Europe (LMIC),2016,24
Turkey,Europe (LMIC),2016,16
Turkey,Europe (LMIC),2016,45
Turkey,Europe (LMIC),2016,31
Turkey,Europe (LMIC),2016,39
Unit. Rep. of Tanzania,Africa (Sub-Saharan) (LMIC),2011,23
Uganda,Africa (Sub-Saharan) (LMIC),2013,104
Ukraine,Europe (LMIC),2017,22
Uruguay,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,5
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2016,10
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2015,12
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,13
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,11
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,18
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,10
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,5
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2015,4
United States of America,Americas (HIC),2016,5
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,5
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,5
United States of America,Americas (HIC),2015,5
United States of America,Americas (HIC),2016,4
United States of America,Americas (HIC),2014,5
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,5
United States of America,Americas (HIC),2014,5
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2014,15
United States of America,Americas (HIC),2015,12
United States of America,Americas (HIC),2016,12
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2016,10
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,5
United States of America,Americas (HIC),2015,5
United States of America,Americas (HIC),2016,4
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,13
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,12
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,11
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2014,12
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2016,10
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2016,5
United States of America,Americas (HIC),2014,15
United States of America,Americas (HIC),2015,14
United States of America,Americas (HIC),2016,12
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2016,5
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,4
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,5
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,5
United States of America,Americas (HIC),2016,5
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,5
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2016,10
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,10
United States of America,Americas (HIC),2016,10
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,13
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,15
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,5
United States of America,Americas (HIC),2014,5
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,5
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,12
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,15
United States of America,Americas (HIC),2015,14
United States of America,Americas (HIC),2016,13
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,13
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2016,10
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,5
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2016,8
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2016,10
United States of America,Americas (HIC),2016,10
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,6
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,18
United States of America,Americas (HIC),2015,16
United States of America,Americas (HIC),2016,16
United States of America,Americas (HIC),2014,16
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,5
United States of America,Americas (HIC),2014,12
United States of America,Americas (HIC),2015,13
United States of America,Americas (HIC),2016,15
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,5
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2015,9
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2015,5
United States of America,Americas (HIC),2016,9
United States of America,Americas (HIC),2014,5
United States of America,Americas (HIC),2015,4
United States of America,Americas (HIC),2016,4
United States of America,Americas (HIC),2014,6
United States of America,Americas (HIC),2015,6
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,4
United States of America,Americas (HIC),2015,5
United States of America,Americas (HIC),2016,3
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,12
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2014,9
United States of America,Americas (HIC),2015,5
United States of America,Americas (HIC),2014,12
United States of America,Americas (HIC),2015,11
United States of America,Americas (HIC),2016,10
United States of America,Americas (HIC),2014,12
United States of America,Americas (HIC),2015,8
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,10
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2015,7
United States of America,Americas (HIC),2016,7
United States of America,Americas (HIC),2014,8
United States of America,Americas (HIC),2014,7
United States of America,Americas (HIC),2014,11
United States of America,Americas (HIC),2014,5
